DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,STATISTICAL_OPERATION,EDUCATION_LEV,AGE,SEX,URBANISATION,INSTITUTION_TYPE,STUDENTS_CHARACTERISTICS,TEACHER_PROFILE,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT,ATTRIBUTE_TALIS
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FRA,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.96158896,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SWE,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.56066367,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),NOR,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,15.91911762,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),POL,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.87139787,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),KAZ,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,22.37558149,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),TUR,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,21.78416018,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ALB,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,15.811173,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),NLD,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,16.15859448,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BHR,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,24.59470134,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),LVA,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,22.24961676,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MNE,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.15310073,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),JPN,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,17.39303129,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),XKV,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.92929346,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEL,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.79006426,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),HUN,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,21.41869386,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BRA,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,23.60676585,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEFR,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,19.10996112,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ITA,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,17.4963319,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ISR,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.75572553,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AUT,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,19.66233393,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ESP,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.74207862,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),EST,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.70457862,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),PRT,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,19.4483618,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ARE,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,23.65120362,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AUS,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,19.26086846,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SVN,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,22.17207126,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CHL,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,28.43463019,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),COL,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,25.98816868,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MAR,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,21.41463735,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),HRV,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.88389012,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CYP,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.09588787,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CRI,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,29.30295399,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ROU,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.16987814,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CN09,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.0165997,2,A,0,Q15_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CA48,_Z,Q15_1,H,MEAN,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.08309117,2,A,0,Q15_1
