DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,STATISTICAL_OPERATION,EDUCATION_LEV,AGE,SEX,URBANISATION,INSTITUTION_TYPE,STUDENTS_CHARACTERISTICS,TEACHER_PROFILE,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT,ATTRIBUTE_TALIS
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FIN,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,25.78079244,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AZE,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,32.47843525,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),JPN,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,9.389192698,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),KOR,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,36.4509953,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BHR,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,23.91810987,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CYP,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.83244381,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FIN,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,37.74075578,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ESP,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,9.885482001,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MNE,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,23.35034646,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BGR,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,14.63852985,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),POL,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,14.33962065,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),KAZ,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,15.24695182,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),KOR,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.0970233,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),NOR,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,22.78079304,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ZAF,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,38.47735182,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SWE,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.07019654,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AUT,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,29.5528354,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),PRT,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.88270767,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SWE,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,31.53081221,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),NOR,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,29.84209775,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MLT,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,30.42468614,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEFL,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,19.33586277,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AUT,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,28.08796523,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),NZL,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,22.99232899,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),NZL,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,33.36935054,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FRA,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.10019458,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEFL,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,39.61516532,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ESP,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,25.85576919,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),DNK,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,20.81777367,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),LVA,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,8.553571522,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SGP,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,35.25771323,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BGR,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,26.53045028,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ZAF,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.64460863,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),LTU,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,35.66740951,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AUT,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,13.87925177,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SVK,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,21.36422225,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ISL,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,18.61416269,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SWE,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,8.138297091,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),PRT,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,1.848613919,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BGR,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,37.89394246,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MNE,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,35.2288875,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SVK,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,31.67324663,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ISL,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,34.32747149,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ISL,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,12.67616951,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AUS,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,7.047334408,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),HUN,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,29.43399473,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SRB,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,28.23484245,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEFL,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,5.183646995,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),OECD,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,32.73701748,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FRA,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,15.24032123,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MLT,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,14.05729026,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FRA,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,29.30864392,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),NLD,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,34.49542701,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),HUN,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,15.51675538,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BHR,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,31.91570271,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),POL,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,17.64746089,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),OECD,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,15.52586064,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ALB,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,38.17791042,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MLT,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,32.47542896,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),TUR,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,33.09042988,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SVK,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,12.09564399,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEFR,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.43936466,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FRA,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,28.35084027,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SVK,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,34.86688714,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SGP,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,11.92232117,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CZE,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,14.53976142,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),KAZ,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,10.15246212,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEFR,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,24.79443073,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),UZB,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,9.255728716,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEL,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,21.43555447,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),TUR,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,27.42817748,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SWE,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,33.26069416,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CA48,_Z,Q77_B_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,22.4143896,2,A,0,Q77_B_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ALB,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,30.58170227,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),COL,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,24.56575827,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),KOR,_Z,Q77_B_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,22.53783642,2,A,0,Q77_B_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CN09,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,31.74827281,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),POL,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,41.84720062,2,A,0,Q77_B_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),UZB,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,34.87926148,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),KAZ,_Z,Q77_B_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,40.94046349,2,A,0,Q77_B_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),XKV,_Z,Q77_B_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,32.5099528,2,A,0,Q77_B_2
