DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,STATISTICAL_OPERATION,EDUCATION_LEV,AGE,SEX,URBANISATION,INSTITUTION_TYPE,STUDENTS_CHARACTERISTICS,TEACHER_PROFILE,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT,ATTRIBUTE_TALIS
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BEFR,_Z,Q78_C_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,48.23534864,2,A,0,Q78_C_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),DNK,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,41.35490725,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),COL,_Z,Q78_C_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,49.9476577,2,A,0,Q78_C_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AZE,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,10.28377493,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),VNM,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,5.136658316,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ESP,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,10.8016218,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),HUN,_Z,Q78_C_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,48.73942698,2,A,0,Q78_C_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),SGP,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,14.35746536,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),OECD,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,32.15847514,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BGR,_Z,Q78_C_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,46.11360394,2,A,0,Q78_C_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),PRT,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,8.511475672,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),AZE,_Z,Q78_C_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,4.720476358,2,A,0,Q78_C_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),MAR,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,14.94564148,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),COL,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,5.193052003,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),BGR,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,47.46168659,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),USA,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,14.19371401,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),PRT,_Z,Q78_C_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,1.984996296,2,A,0,Q78_C_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CYP,_Z,Q78_C_2,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,15.24416709,2,A,0,Q78_C_2
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),FRA,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,29.78281812,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CRI,_Z,Q78_C_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,6.147552151,2,A,0,Q78_C_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CN09,_Z,Q78_C_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,3.284343984,2,A,0,Q78_C_1
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ISL,_Z,Q78_C_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,47.83061132,2,A,0,Q78_C_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ITA,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,29.68812515,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),PRT,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,32.78252242,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),ZAF,_Z,Q78_C_3,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,44.48534395,2,A,0,Q78_C_3
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),JPN,_Z,Q78_C_4,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,10.54350703,2,A,0,Q78_C_4
OECD.EDU.ECS:DSD_TALIS@DF_TALIS(1.0),CZE,_Z,Q78_C_1,PT_RESP,COUNT,ISCED11_2,_T,_T,_T,_T,_T,_T,2024,1.931791472,2,A,0,Q78_C_1
